timestamp,x,y
1771000065.358077,1619,919
1771000065.368801,1641,924
1771000065.380899,1620,930
1771000065.390962,1751,928
1771000065.403395,1644,943
1771000065.412904,1597,910
1771000065.42542,1530,916
1771000065.43486,1613,908
1771000065.44666,1664,919
1771000065.456798,1688,907
1771000065.468727,1630,911
1771000065.478467,1763,908
1771000065.490447,1565,889
1771000065.500321,1652,920
1771000065.512702,1542,901
1771000065.522356,1566,885
1771000065.534696,1619,896
1771000065.544945,1623,896
1771000065.556786,1619,901
1771000065.56626,1661,909
1771000065.578034,1589,864
1771000065.587843,1637,845
1771000065.599212,1536,836
1771000065.609891,1576,834
1771000065.693846,1676,877
1771000065.703898,1456,848
1771000065.715622,1596,867
1771000065.725209,1518,876
1771000065.869423,1754,771
